1.06,1.208,1.11688888888889,1.116,0.0380208798108,0.051158018502898,0.0340417746017907
1.06,1.208,1.12022222222222,1.114,0.0379225610279769,0.0515496986273579,0.0338527126811934
1.06,1.208,1.12655555555556,1.122,0.0378164321384572,0.051876777077995,0.0335681910687557
1.06,1.208,1.12948571428571,1.132,0.0371335993633888,0.0494629986484252,0.0328765551380807
1.06,1.208,1.12685714285714,1.124,0.0360335977674617,0.0469192046469873,0.0319770771262972
1.044,1.208,1.12788888888889,1.124,0.0377357562742195,0.0474925558076511,0.0334569802450966
1.044,1.208,1.12445714285714,1.124,0.0359839366590009,0.0458077825393946,0.03200116330585
1.044,1.208,1.12266666666667,1.122,0.0377783006499762,0.0502109834313455,0.0336505053295513
1.044,1.208,1.12457142857143,1.12,0.0372608339667694,0.0499694024025761,0.0331333635375236
1.044,1.208,1.13,1.128,0.0384202327649675,0.0532208337294441,0.0340002059866969
1.044,1.196,1.1272,1.124,0.0356030401874367,0.0473336094993324,0.0315853798682015
1.044,1.196,1.12674285714286,1.124,0.0352840097570813,0.0472291036892943,0.0313150507530644
1.044,1.196,1.12548571428571,1.12,0.0342597100263915,0.0475617246013937,0.0304399332586237
1.044,1.196,1.12211111111111,1.114,0.0342292921989988,0.0469455611776631,0.030504369718882
1.044,1.196,1.12622222222222,1.12,0.0349947841918609,0.0479142090467058,0.0310727168238702
1.052,1.196,1.12594285714286,1.116,0.0322252575923103,0.0451976053504138,0.0286206865542748
1.052,1.196,1.12444444444444,1.114,0.0331752441648411,0.0461401591427065,0.0295036756406689
1.072,1.196,1.12571428571429,1.116,0.0304675057653727,0.0416427382271965,0.02706504319259
1.072,1.196,1.12511111111111,1.116,0.0296510927553656,0.041121422988163,0.0263539240369633
1.072,1.168,1.12125714285714,1.116,0.0266174896694357,0.0366798550256933,0.023738969993636
1.072,1.168,1.121,1.116,0.0263145804233535,0.0364103595933119,0.0234742019833662
1.072,1.168,1.12011111111111,1.116,0.0253971626961728,0.034289523597907,0.0226737887377795
1.072,1.168,1.11811111111111,1.114,0.0245552179823093,0.0352622825612376,0.0219613397436931
1.072,1.172,1.12022222222222,1.118,0.0259396124115895,0.0358791622772087,0.023155773825065
1.072,1.172,1.11794285714286,1.12,0.0237708952752073,0.0345389805360636,0.0212630682537378
1.072,1.172,1.11711111111111,1.118,0.0240876705601822,0.0350737997452717,0.0215624661867555
1.08,1.172,1.11931428571429,1.12,0.0229472174765474,0.0326262254671803,0.0205011387502338
1.08,1.172,1.11711111111111,1.118,0.0231192903719293,0.0328668308698689,0.0206956050673726
1.056,1.172,1.11433333333333,1.118,0.024328701450873,0.0344292234674473,0.021832517006467
1.056,1.172,1.11333333333333,1.116,0.0255678369385109,0.0354433149046272,0.0229651229986625
1.056,1.172,1.11522222222222,1.12,0.0264781431277206,0.0386397278901983,0.0237424816329068
1.056,1.172,1.11388888888889,1.118,0.0282759643289164,0.0393199331491947,0.0253849056319449
1.056,1.172,1.11122222222222,1.114,0.0297159034968637,0.0392326394727655,0.026741638983279
1.056,1.196,1.11433333333333,1.118,0.0323604697122893,0.0388285609166389,0.029040206143245
1.056,1.196,1.115,1.114,0.0334988272715841,0.0394128332979427,0.0300437912749633
1.056,1.196,1.11733333333333,1.12,0.0326645285986408,0.0376874363301997,0.0292343633042728
1.056,1.196,1.11777777777778,1.118,0.0340143760456924,0.0400685127536038,0.0304303563033033
1.056,1.196,1.11944444444444,1.122,0.0343847511422012,0.0409766484022999,0.0307159067275247
1.064,1.196,1.1216,1.128,0.0333283133474863,0.0387085641838659,0.029714972670726
1.064,1.196,1.122,1.126,0.0332264954516722,0.0408928914535102,0.0296136323098683
1.064,1.196,1.12166666666667,1.124,0.0328233366459205,0.0386811138855717,0.0292630044391564
1.064,1.196,1.12342857142857,1.124,0.0320755410887244,0.03958014951076,0.0285514735021708
1.064,1.196,1.13033333333333,1.128,0.0308267045641553,0.0417448029271736,0.0272722246217829
1.064,1.204,1.13154285714286,1.128,0.0325217961818033,0.0419747823453698,0.02874110863456
